Id,SalePrice
1553,152370.68432551806
1554,112876.41844922611
1555,164654.65357935938
1556,102583.90573192899
1557,141099.0741574247
1558,95016.5255700665
1559,103372.30324963253
1560,137741.78500975933
1561,176317.28781573148
1562,129494.77604440326
1563,134885.392886762
1564,154203.15077925354
1565,165389.3270685694
1566,226298.2213389933
1567,78225.03714549959
1568,218093.33493936036
1569,141919.5959101924
1570,104943.03125848401
1571,136643.4863843202
1572,140579.17209421642
1573,262601.71465806523
1574,150576.35625250384
1575,203387.5957638341
1576,212916.5621941098
1577,204979.82056934334
1578,161526.6531309703
1579,146133.76792785796
1580,192290.86699620693
1581,157952.96694328001
1582,129097.06144417737
1583,352184.5112964149
1584,238063.18074256653
1585,139938.2161216325
1586,68275.35773410482
1587,102344.90380544862
1588,156121.18849853682
1589,95779.31330993558
1590,137512.4443435791
1591,98676.16298613088
1592,108249.10256790041
1593,113461.72862915655
1594,149781.7149839119
1595,138992.51123419785
1596,230385.08068050374
1597,143928.01500518125
1598,179266.1731101423
1599,198471.6852664002
1600,212332.52501670836
1601,88093.95734980018
1602,112496.10544779588
1603,86259.58680858654
1604,275000.0014088229
1605,245661.57189578447
1606,171726.89041733756
1607,141195.2204339319
1608,225626.36386606947
1609,199333.95412026616
1610,168066.87845929305
1611,149561.83809463808
1612,164768.83990402735
1613,126181.52181781642
1614,119282.5054431314
1615,79990.73942652604
1616,85602.31964605211
1617,88133.26864818395
1618,133151.8855167826
1619,135068.02356585723
1620,151291.40660018552
1621,95712.08661137326
1622,147735.273283417
1623,296537.42919586477
1624,216829.20615067592
1625,132846.47557961792
1626,192025.51795779544
1627,193261.3604869995
1628,271120.8331402934
1629,171107.23624823222
1630,340769.2133686154
1631,209200.23511438296
1632,251192.50665259972
1633,167646.5165763513
1634,177611.78524719272
1635,177233.70270177908
1636,164191.0833442409
1637,178199.80260379968
1638,218804.59086821068
1639,180155.83317214745
1640,221219.98561289854
1641,194104.4838404241
1642,225758.26885367365
1643,220809.8277883871
1644,229891.7570067951
1645,169558.7389157026
1646,156689.5462889321
1647,159819.1387251558
1648,134378.58811529196
1649,132247.10521299567
1650,120259.00725030097
1651,123498.47017553581
1652,93727.87559594151
1653,93025.99876989148
1654,153160.18313977149
1655,150776.22727874477
1656,151612.37138397575
1657,153160.1914251204
1658,151574.63144517146
1659,154866.83030340093
1660,148433.47744880334
1661,434573.441420147
1662,512556.4864948669
1663,378975.96538277366
1664,419716.3710374061
1665,316514.3300053765
1666,305044.75398169266
1667,400968.2809070673
1668,321268.63485598745
1669,317332.4051162503
1670,341346.13696011447
1671,250248.9076189071
1672,467213.95517631574
1673,302645.6986589906
1674,256708.5848089751
1675,191636.09542260188
1676,196075.28835078282
1677,222420.20352558763
1678,433850.00348301517
1679,382279.6308911255
1680,331723.9954268114
1681,267120.48477778403
1682,297633.45994828665
1683,174770.32872171848
1684,164814.88890636715
1685,175664.0247344028
1686,168742.8242878638
1687,161317.89516991357
1688,185916.11522227857
1689,192381.75233237652
1690,181072.48484483286
1691,170732.9367305161
1692,254003.06807422574
1693,166813.21277440205
1694,184874.59583840708
1695,172368.77066791677
1696,281276.771830309
1697,174753.01711593103
1698,355215.92132880236
1699,355424.7464972845
1700,223689.3620708189
1701,245229.50548147803
1702,247964.8737292651
1703,242181.45854978726
1704,294389.3372964725
1705,225324.72193972394
1706,448018.0728840197
1707,227783.7973638001
1708,237020.19819186954
1709,281462.40567767987
1710,236692.6929957045
1711,254117.72047233934
1712,200200.68042212824
1713,267446.33033280075
1714,283610.16511011845
1715,213983.03538263155
1716,187829.65786340364
1717,175101.83060412988
1718,160201.08330121668
1719,210875.8612339683
1720,264041.3107750104
1721,190689.62487574396
1722,145038.86137090533
1723,155758.33621899996
1724,222892.72472853106
1725,235950.08053074073
1726,192206.94589673975
1727,169662.00491900358
1728,183546.23991451983
1729,172046.17256656685
1730,132385.8519461128
1731,124954.00554765861
1732,135734.26666979946
1733,135625.76973876182
1734,132296.22887524278
1735,136511.97165539485
1736,116090.7139470319
1737,385714.94019627565
1738,220544.16855565956
1739,258544.8690201082
1740,171730.0148114339
1741,186831.4281561867
1742,172294.52110581915
1743,180333.63555871556
1744,300038.78484339145
1745,260686.83073499368
1746,299757.48926635605
1747,220075.08599175964
1748,218999.25555525796
1749,156895.59230796865
1750,158549.3539921515
1751,209679.79388705862
1752,125852.03564113099
1753,162084.22337988863
1754,200079.53808536206
1755,169095.98811374247
1756,117706.49384113427
1757,124407.16377342917
1758,144056.20266308376
1759,161399.2348719346
1760,148568.24429185223
1761,153600.77314795743
1762,176376.9732742183
1763,177234.0654314746
1764,125931.80264338898
1765,194604.0130181413
1766,196069.927914777
1767,242158.8690931938
1768,138137.4939065725
1769,111626.48075777086
1770,142990.73060961973
1771,137197.7179100221
1772,150891.16577240758
1773,147868.68612912807
1774,136082.86539515125
1775,132114.31150794408
1776,133354.3926255241
1777,116565.33673784544
1778,132660.90089133644
1779,106629.80285821897
1780,175028.96151229797
1781,137612.8261629079
1782,104748.50293104572
1783,121098.68249285303
1784,95277.23187775954
1785,117768.83446690555
1786,218375.73281571997
1787,177708.44452681858
1788,44885.66513706796
1789,83647.99931530874
1790,96385.96211555472
1791,191860.76993205072
1792,175229.14498277774
1793,147302.16303923697
1794,144561.27706421175
1795,151428.7976092087
1796,121895.12452952778
1797,112882.91381836035
1798,131685.60995437246
1799,115885.37668730934
1800,123715.05284674377
1801,126916.17199596904
1802,179197.8743251356
1803,161611.55350045516
1804,141754.2516160449
1805,142797.04736526436
1806,110058.57433276059
1807,150678.90243757208
1808,116008.97821828481
1809,129224.443147254
1810,155773.73851331876
1811,102920.30875368595
1812,119074.87077849102
1813,124000.27749190776
1814,108042.40100868559
1815,44037.3768126813
1816,100472.51934041255
1817,134912.07965528683
1818,123441.63477627983
1819,118758.51657506482
1820,88102.13617959831
1821,106836.65845961416
1822,152574.3921192142
1823,40608.92356680736
1824,124245.5945405437
1825,127127.36219422851
1826,105318.17444898293
1827,106309.03845880188
1828,134954.85876751927
1829,116391.31086043015
1830,156174.26200458233
1831,173146.16616288768
1832,106370.32512079543
1833,177487.7052120082
1834,132522.5728652779
1835,174537.84584050867
1836,96885.75247599836
1837,113642.2578472089
1838,145506.53221396526
1839,80470.5990209464
1840,179000.08197265462
1841,161245.9848402653
1842,88591.7574996556
1843,145733.34194517144
1844,144554.83850482386
1845,115993.30873788301
1846,156551.22619188597
1847,137892.675229225
1848,66268.44135059854
1849,140643.52400113182
1850,135422.4437133369
1851,139960.71657606907
1852,143378.20902801031
1853,148804.99047988575
1854,183288.69475983726
1855,134447.8370885897
1856,212120.35933741924
1857,116114.46515624537
1858,136011.48680731552
1859,118858.00029844804
1860,154037.11343537597
1861,118850.06460793599
1862,219847.59499897566
1863,216653.3642116053
1864,216653.3642116053
1865,317583.7911627822
1866,330070.6531643499
1867,247449.76390064482
1868,303151.82902515365
1869,201002.7496604369
1870,249823.9606326963
1871,258983.02504916766
1872,172650.6352681421
1873,236360.93233745778
1874,141666.11165715486
1875,202145.09595941135
1876,184753.67162813633
1877,204486.03359223172
1878,195708.70575178944
1879,134902.7954816991
1880,139041.53381563385
1881,238866.26487913876
1882,247309.77767726645
1883,196999.98403928246
1884,207831.10654317966
1885,269181.2387020379
1886,305876.86166680994
1887,195110.68325436226
1888,274283.6895736611
1889,161210.51155223238
1890,145322.6627647836
1891,145485.53886641926
1892,113606.36117543657
1893,130591.21333634171
1894,128295.27872744095
1895,144759.13184778034
1896,116787.2360585326
1897,149599.86421651812
1898,119555.16113947764
1899,126624.16034854332
1900,145515.74217414507
1901,157850.69389028152
1902,138152.04240597965
1903,208728.8185385414
1904,155587.47558702723
1905,172253.0934779887
1906,163967.6299284545
1907,159792.08540192107
1908,104005.82109269312
1909,97269.24638635624
1910,127072.49025677204
1911,184525.64147441072
1912,265527.23343158327
1913,208847.99827005333
1914,35484.78627544392
1915,385331.85195154365
1916,66861.18523795447
1917,252189.94190912475
1918,132965.31004053986
1919,146357.1404207143
1920,167765.4060959124
1921,411694.04251599836
1922,329150.6360280027
1923,213075.45770774147
1924,275747.562831403
1925,235862.25608966718
1926,351068.85471053724
1927,139933.99128597294
1928,167424.30749851218
1929,124156.89539093482
1930,132359.10243306088
1931,138087.71307837937
1932,140827.53730817034
1933,187298.92293383915
1934,185132.2672220926
1935,177976.32694911893
1936,193661.20933449344
1937,181324.15677579655
1938,172139.988695091
1939,249303.08969740281
1940,211828.7456394617
1941,176048.646143494
1942,188311.7992851062
1943,189749.4511311798
1944,302646.7485084182
1945,369982.92392808147
1946,155470.68304096168
1947,321545.4299181639
1948,151759.05051618328
1949,284096.60117502644
1950,183136.07895625196
1951,257267.6601811509
1952,271497.65634819487
1953,169176.33584326357
1954,199045.20154915377
1955,116714.20311041416
1956,250759.31746520454
1957,176282.7315526357
1958,275403.4687691836
1959,127271.15692924346
1960,121250.23411827344
1961,113749.51701790157
1962,91062.08871680833
1963,86957.9794870615
1964,113588.13228455804
1965,151929.78520256744
1966,154708.8176702989
1967,315154.5908810781
1968,379143.4678584745
1969,358674.0400899146
1970,430068.0523844471
1971,416802.2890377722
1972,356727.98689709866
1973,268806.20173033833
1974,276777.8202445516
1975,419311.9447787272
1976,277722.2585741101
1977,376607.8899748773
1978,363731.37115121784
1979,313081.5512042238
1980,186291.29065393767
1981,348991.3991881304
1982,253994.04844474333
1983,252630.25774357372
1984,173618.64018314518
1985,193383.85447286177
1986,205328.2488716826
1987,191267.4001228595
1988,177883.3734822685
1989,193278.99961443522
1990,215547.1733158433
1991,218762.62061557072
1992,219716.14089174103
1993,165101.41713973726
1994,260428.34946682298
1995,188482.65358247582
1996,253521.6580065592
1997,315662.95936675323
1998,384139.8860539094
1999,242001.06051001302
2000,294200.68623603735
2001,241213.97508869364
2002,228737.61055477508
2003,241675.6970671197
2004,243452.22734296476
2005,247667.146210609
2006,217825.21362514285
2007,240563.6523564789
2008,198732.53748100414
2009,189337.55219034135
2010,193397.7093814385
2011,163486.8396206587
2012,181683.95208471408
2013,182275.37550637868
2014,183606.38620905214
2015,203856.01125860988
2016,192711.57428006153
2017,231741.2706894726
2018,124592.30422052593
2019,139750.9190425743
2020,114973.24791952955
2021,126553.07196834365
2022,183207.6856758536
2023,175621.96481280474
2024,222112.6939320985
2025,324820.6694802698
2026,174376.61722763948
2027,100940.523242949
2028,145977.20414173283
2029,163266.5020802349
2030,300162.2521446771
2031,277558.3128299937
2032,283035.78045745654
2033,282297.94360675645
2034,154924.87970575134
2035,206082.9153648137
2036,174209.05487444007
2037,181463.91127162697
2038,320010.55521540035
2039,183063.30345054003
2040,437652.3141887704
2041,251917.84421599127
2042,206584.61765270957
2043,195584.08901106875
2044,156799.40995346368
2045,272646.5165556272
2046,137880.79185669334
2047,164379.5368809132
2048,130356.39431302066
2049,143867.24787447348
2050,139323.05475131437
2051,106531.83553509769
2052,135607.7253777868
2053,140268.18731732617
2054,91726.57607346539
2055,164844.68931573132
2056,122275.64729765673
2057,130761.92623197018
2058,190598.96104286364
2059,150100.32789887337
2060,140362.41570848436
2061,165155.70834445473
2062,133926.79183476392
2063,126017.28803343546
2064,134749.82608697508
2065,124756.20507506508
2066,179744.9539896667
2067,125246.17908315534
2068,140895.88945997888
2069,79185.53760068241
2070,113786.82734372956
2071,95005.23688992429
2072,153204.1270956467
2073,117675.17520674641
2074,202830.5827329735
2075,154316.7942936841
2076,127408.6025606461
2077,150464.29732003648
2078,129963.67412057135
2079,117253.37532463927
2080,115162.24465739599
2081,115865.26293091795
2082,139820.09983465108
2083,158267.85932199185
2084,113075.5087056796
2085,132270.81419347468
2086,92479.30098687088
2087,121046.10021089339
2088,110988.8632251353
2089,104504.03004280805
2090,141250.1837206388
2091,154457.05810437174
2092,143134.29875632637
2093,137671.52463563115
2094,138487.77525437204
2095,145268.0295944786
2096,92296.73596373413
2097,103656.94516074868
2098,156628.8238328324
2099,62143.67549936862
2100,123934.31490578518
2101,112004.3495172846
2102,146822.91027021155
2103,104790.66948609227
2104,137531.46927867207
2105,126272.6088863317
2106,71060.9498361635
2107,220618.35749038454
2108,125467.63738907115
2109,107438.86526603054
2110,106439.25883606133
2111,158288.8245761066
2112,133679.72414859175
2113,115556.30237880387
2114,107325.0666186259
2115,134167.09087128213
2116,93756.47420959332
2117,146630.45234547838
2118,114651.76225088885
2119,90188.95614350642
2120,109284.69190070947
2121,107838.1775242821
2122,75409.47092303548
2123,93331.31087600577
2124,235389.71792412363
2125,137093.60351433555
2126,192397.74803664646
2127,137032.59668816056
2128,107819.7137634952
2129,88329.22594886369
2130,148681.3827790038
2131,142989.57444750192
2132,103316.11695754956
2133,114151.72976446379
2134,112202.05947816286
2135,94000.99385260692
2136,69380.99024344813
2137,118005.67543554326
2138,134572.06572710967
2139,157372.88715179166
2140,134094.3195104133
2141,145890.6546498607
2142,122819.30914358154
2143,150776.58955396342
2144,116301.87745294429
2145,134776.8220750186
2146,128184.56840623236
2147,181718.05949021614
2148,118600.40827135104
2149,130922.93225571795
2150,268183.8675344453
2151,147864.83004119297
2152,188492.22570653402
2153,189896.39360046908
2154,116492.34511875232
2155,125749.92050620682
2156,227112.46524848326
2157,274680.52751973964
2158,236715.76366987114
2159,218728.23469419868
2160,161121.7762889326
2161,260701.12290538655
2162,505815.2943578066
2163,345965.48838952836
2164,268784.22157969145
2165,185888.0650002357
2166,144483.12162230333
2167,198536.2043466894
2168,216558.54386833854
2169,191765.94724064574
2170,228955.2011088947
2171,130334.15924480489
2172,142887.58639296098
2173,166362.50658747688
2174,235553.5934151034
2175,339310.34098893544
2176,303970.87244099914
2177,263077.1532266229
2178,229314.9339788256
2179,144127.45379717328
2180,172067.0440186412
2181,187018.65921062656
2182,256749.8383274688
2183,194067.27704107107
2184,120233.34422496238
2185,136232.91052031858
2186,136877.38882222786
2187,139968.01112268263
2188,164661.61101334656
2189,171694.89270183747
2190,76811.66078972658
2191,83678.14398743353
2192,89575.27818004352
2193,94111.04384283655
2194,93985.19673794688
2195,107014.40926546518
2196,107584.73628489877
2197,120174.52687459672
2198,156032.90871721858
2199,148017.95649765796
2200,109501.48219033476
2201,114009.60091259748
2202,180863.09146379403
2203,172573.5743260834
2204,147768.60980262925
2205,112584.99526171877
2206,112451.49870715466
2207,254352.19257904886
2208,205573.42722221705
2209,169875.45574356677
2210,105456.74911030995
2211,96752.27651528055
2212,100791.563740879
2213,89753.8227172981
2214,157813.12958351028
2215,82802.92521279615
2216,144502.56979071707
2217,63489.781750937866
2218,58397.00814430383
2219,51725.48755335726
2220,84154.99895153382
2221,385331.853278628
2222,302829.1469528263
2223,277812.1548289652
2224,203216.4780558089
2225,124942.59539283438
2226,185800.24397071594
2227,206520.50536367137
2228,275569.0440873775
2229,216544.07751160648
2230,168156.61479723718
2231,210479.40603431797
2232,167540.35797488937
2233,166557.7271674784
2234,272465.98053131247
2235,205300.8767385856
2236,273884.2857750121
2237,346048.05662731384
2238,209027.63456774643
2239,126299.60439425317
2240,193261.97628317424
2241,140175.84221869116
2242,138515.4781449658
2243,152551.70129530597
2244,92755.80504813908
2245,90206.43013290962
2246,137983.10126968622
2247,89849.23926197675
2248,125089.24419332127
2249,127052.79367514807
2250,132827.712513169
2251,129740.8572998385
2252,197716.35695559857
2253,167785.32676706006
2254,182801.20880022098
2255,186660.45510467538
2256,179668.88121893592
2257,217657.94192884906
2258,176986.71441612026
2259,176069.11340242345
2260,146596.87592406798
2261,177620.4992239681
2262,200038.8913219114
2263,310804.07781875826
2264,452618.07353873044
2265,172202.85476269078
2266,303669.9969728496
2267,370202.0251512098
2268,390472.5988276908
2269,159388.30610926627
2270,183642.1654761656
2271,277587.97680381866
2272,201398.13260089682
2273,170441.25255804876
2274,174497.18523165787
2275,197425.67233029346
2276,168934.42705751056
2277,177347.01745716532
2278,158612.48047327207
2279,103863.25051358568
2280,127574.40620589683
2281,179324.76435069423
2282,170983.88242596068
2283,85064.9104953261
2284,113524.06898384754
2285,160028.12968964066
2286,122109.6942901647
2287,345800.7139257422
2288,265253.76315179205
2289,403022.9236748954
2290,427648.91121956933
2291,297608.2474993182
2292,416931.3251619418
2293,438766.3180484757
2294,408166.9863027077
2295,442195.8946269153
2296,328802.9017132
2297,333933.4440049718
2298,342196.76792304026
2299,399171.8462770901
2300,323045.7420691869
2301,262210.90769238933
2302,218966.74683893163
2303,239238.70161238473
2304,243241.24428997576
2305,194947.3914526022
2306,194876.93252852414
2307,194668.19484426017
2308,209466.49695371964
2309,279700.1207454157
2310,252607.82248948768
2311,184576.28807135535
2312,170994.19950622396
2313,176871.43977732075
2314,166096.11244589518
2315,174179.7950493801
2316,181500.62402442776
2317,165793.05002618922
2318,166471.13268742917
2319,175658.0912260664
2320,174241.50453384602
2321,258064.29537538713
2322,159894.67872522998
2323,189023.2917830303
2324,167094.96392659438
2325,224170.41068928127
2326,157261.01678413613
2327,211718.53914317628
2328,214702.01849716576
2329,184179.39717327294
2330,179985.8425779899
2331,385305.5287184358
2332,439095.4492743681
2333,318175.63123613177
2334,264810.6351088458
2335,263185.53725378425
2336,322269.2976485987
2337,210199.24916307966
2338,348628.2918558244
2339,222535.01409348348
2340,340150.59213365155
2341,232599.27386688947
2342,227108.34719410283
2343,220102.4780984294
2344,240350.44352674627
2345,248769.73483998995
2346,216581.5455161874
2347,208207.28898949482
2348,221924.7913901656
2349,165147.25914557444
2350,255179.70125433264
2351,272042.1328511865
2352,239459.45306093708
2353,232833.28359743493
2354,128268.44521005976
2355,149848.44224224953
2356,148379.72054458552
2357,189353.86002831234
2358,189664.37432032026
2359,137050.40923383646
2360,120464.95824998691
2361,137979.27090111372
2362,276774.732361214
2363,145528.9870174866
2364,138226.50371763384
2365,222838.4457190038
2366,192420.69123511328
2367,214172.43849609117
2368,210906.91236319797
2369,215372.99025613582
2370,172146.90453962836
2371,174132.87441383317
2372,194714.09908673423
2373,283425.1798652838
2374,298159.41984049446
2375,231843.7897166864
2376,258523.07440143317
2377,307800.53447066346
2378,109777.02363429272
2379,163180.32098298028
2380,143379.54117853977
2381,154797.66721514115
2382,182518.6075955051
2383,208328.54921373114
2384,237822.67103186034
2385,153102.8988700658
2386,152870.10058369732
2387,134953.0684084721
2388,91058.46571779721
2389,133574.8200517586
2390,134594.5559738238
2391,140735.7186453628
2392,111855.37963170289
2393,152947.2511852488
2394,148690.5010961961
2395,187291.87551231676
2396,157946.155014587
2397,222811.35689783085
2398,125969.98442297775
2399,51869.08174993971
2400,44599.59113893446
2401,118869.39561191184
2402,133985.7672870266
2403,135437.5173644272
2404,144256.91696220863
2405,155841.50921452316
2406,135409.53859465147
2407,128718.96568642952
2408,136150.7405166935
2409,139434.80341331384
2410,160686.61904364877
2411,123389.04587697962
2412,156275.34168303126
2413,142631.42125125017
2414,125915.76592959721
2415,129953.30609749435
2416,140438.2992982129
2417,137605.93027171266
2418,118507.3230716607
2419,152469.84233663356
2420,127187.75542814417
2421,149794.32531767734
2422,129152.83141691491
2423,120099.59360652167
2424,143989.4839045018
2425,211086.95910872903
2426,95871.06522645836
2427,158221.7998528377
2428,168938.29520782857
2429,117449.38277234147
2430,126354.45901846733
2431,106090.8512149705
2432,139177.62226978186
2433,159224.46892836253
2434,147980.54140389527
2435,160504.44777229018
2436,98345.73722762628
2437,116011.00882224251
2438,124153.59960440644
2439,104849.28830086603
2440,110147.07797410201
2441,105939.86653522716
2442,109041.35324290062
2443,110745.4810693979
2444,125113.9750536004
2445,92122.31792758223
2446,139443.8817669261
2447,232649.27154660615
2448,146577.70592209013
2449,109845.26655495845
2450,179881.9042475779
2451,123468.98900325465
2452,195173.0396432661
2453,98747.069600491
2454,127457.59297221013
2455,104785.00465664761
2456,152070.12042156467
2457,116910.82649301176
2458,100158.93426201555
2459,116485.61633856838
2460,157403.19404162155
2461,114216.9286676705
2462,139244.6026590213
2463,110369.44450419726
2464,142079.8169813371
2465,111225.603660589
2466,119319.71683256511
2467,151599.09483723633
2468,97442.89659053118
2469,91796.80151395916
2470,245819.6945262288
2471,192555.32810969197
2472,208939.71211707586
2473,114133.81194348008
2474,116955.93918261463
2475,199745.73542607907
2476,97234.8734926653
2477,135196.5782534504
2478,179958.4334173135
2479,108181.5204584939
2480,123807.7913173598
2481,113383.7153731763
2482,133358.06802313335
2483,127572.45715245767
2484,122732.74560176334
2485,128726.9229625433
2486,150951.83361218433
2487,247349.78245533403
2488,145235.61443915486
2489,128168.70541882918
2490,156141.21903032676
2491,92545.59962769845
2492,181290.51120986367
2493,137677.95339853605
2494,160406.3064403218
2495,81404.32838067804
2496,229837.710579429
2497,147091.7965220003
2498,119707.30519051348
2499,83152.83614628892
2500,143387.07831657806
2501,140339.45079567964
2502,150116.98800630588
2503,99953.35892110418
2504,188527.88265875282
2505,224792.36189347948
2506,256898.1682745213
2507,278429.67276496725
2508,250331.29045785218
2509,205716.53653691808
2510,237479.20593473877
2511,183913.30575394162
2512,215836.84773020702
2513,214195.92569012076
2514,204135.63895167247
2515,148168.37148434352
2516,144384.19345015555
2517,133046.34857992042
2518,141287.82132284797
2519,224951.5798752675
2520,220177.33577489943
2521,189852.5906653359
2522,238564.593060148
2523,129924.86880347102
2524,152206.86406796382
2525,141824.6051379718
2526,146571.92812924692
2527,118057.10887999143
2528,128740.7559069331
2529,132636.01610623734
2530,119267.22778134758
2531,251003.9375455575
2532,228979.9111169106
2533,187549.45240934624
2534,225751.8449962344
2535,366788.84740196436
2536,207501.1800626871
2537,207157.03065064183
2538,186971.39267585016
2539,202563.9027883153
2540,172142.20251384517
2541,182769.98401807863
2542,177115.75243641058
2543,131951.9743630649
2544,118126.64958459054
2545,125589.27749281802
2546,129242.0105637394
2547,142958.79486677574
2548,137016.70794962166
2549,164021.26447280936
2550,441247.8864370595
2551,147781.2181893266
2552,126090.99850437742
2553,81967.97723792086
2554,125912.95351633595
2555,96280.22532533132
2556,98355.78750543526
2557,115002.5604814703
2558,169826.97438398207
2559,148364.64906262796
2560,136397.6314776671
2561,144113.52173715396
2562,105054.35975155835
2563,140565.12899655133
2564,171279.49064149035
2565,127967.82078412938
2566,148073.58328306692
2567,126821.81839966757
2568,168670.35464504402
2569,193621.87436188318
2570,105411.62648851167
2571,181310.3880479622
2572,211679.41903930946
2573,258809.80852473754
2574,334718.3943258679
2575,127896.8690838697
2576,116618.81508678223
2577,170974.58046000943
2578,87267.96125312675
2579,91323.28859399869
2580,123065.73784862272
2581,134378.32837639592
2582,134821.258549608
2583,359250.1171153423
2584,152175.9041217779
2585,162152.52423020633
2586,205693.24513264734
2587,217528.41731946982
2588,164119.05736659546
2589,149983.52642027984
2590,243146.95057050872
2591,228240.85569883272
2592,228083.70271279794
2593,258033.67750477375
2594,174013.95390206383
2595,200342.01356026536
2596,326203.0400140653
2597,181200.76374776821
2598,259879.90074708682
2599,334875.89285645756
2600,141696.67317307505
2601,138155.25913750406
2602,86561.83403684443
2603,91073.49717731148
2604,79903.16745553291
2605,84059.06185867613
2606,144075.89063086116
2607,176164.81903787857
2608,230930.91267108978
2609,178510.72264804132
2610,115985.67686062519
2611,152515.9484644543
2612,163852.8609309426
2613,127777.99405437238
2614,124451.47058658683
2615,140644.972404676
2616,155625.80402691875
2617,154536.52518098184
2618,167434.31489797286
2619,249616.3781249708
2620,190712.47472057084
2621,183909.38192095555
2622,184579.4140737542
2623,254990.92347805158
2624,269181.4402238993
2625,306464.0858651817
2626,168011.35982178478
2627,172491.51378950867
2628,370753.44230396557
2629,748371.1367134434
2630,337912.64010108775
2631,528491.4094154432
2632,350595.0408775455
2633,322457.39765819896
2634,354470.60604592576
2635,151132.64357817007
2636,178643.5364217764
2637,164334.89091731736
2638,263122.9524138658
2639,178752.24754760828
2640,155227.46680804176
2641,110590.89721643599
2642,208401.04393288997
2643,89089.83149149983
2644,125789.05473419545
2645,90147.61844229489
2646,90595.7521730353
2647,84213.02107861794
2648,127437.3286020192
2649,138488.07424903126
2650,160665.07139485946
2651,149501.7065212203
2652,508287.4306371063
2653,255894.57601336893
2654,236527.59101771758
2655,374122.14615208335
2656,310186.19045138324
2657,326108.49249361025
2658,257549.17408313704
2659,292643.8795850257
2660,305120.89905281336
2661,339758.5368334757
2662,364797.61173009966
2663,279426.8527590435
2664,282351.1365941459
2665,341478.8591273613
2666,302223.1380376232
2667,167164.08044997818
2668,168270.41591961877
2669,170178.07427292684
2670,289492.1584950166
2671,170369.09616957075
2672,182151.6232525264
2673,187927.29530039115
2674,193600.6280769196
2675,180097.98759855918
2676,189993.87999804693
2677,196853.2741424237
2678,260254.93467163705
2679,265595.83556862775
2680,265116.3845887212
2681,439271.2706434147
2682,308569.0813407996
2683,458168.1012806396
2684,289375.0313282424
2685,345543.2433072058
2686,273036.7558590168
2687,359890.68747115566
2688,224008.36427741253
2689,218198.74492687715
2690,534067.9353485936
2691,191794.58280450976
2692,159352.52158408798
2693,196947.32587779814
2694,129477.08895660184
2695,183233.86320053414
2696,187918.38151588754
2697,200120.81509253275
2698,203404.95566709072
2699,190497.5156503493
2700,165901.59507826675
2701,142419.5932155338
2702,111256.57871921537
2703,120241.18538317473
2704,148758.07741595976
2705,126753.75783494
2706,122212.22066353385
2707,110362.25159311632
2708,134882.01051149186
2709,106041.45773313343
2710,124960.57653396783
2711,279044.1781087443
2712,350162.99545133294
2713,178599.5786910549
2714,147400.00020436937
2715,172415.96189582758
2716,156165.3795567705
2717,175140.84607199486
2718,214847.66254664055
2719,131002.14290598899
2720,136560.49141348735
2721,138933.12870724368
2722,167197.98109947288
2723,147068.98032421948
2724,128412.60975605619
2725,130034.60431296678
2726,140572.63108728692
2727,145132.17975284715
2728,165896.21678466984
2729,162418.54663435495
2730,149294.21268983936
2731,116559.05273674824
2732,113255.53752359965
2733,162125.31399903132
